SYMBOL,COMPANY NAME,MARKET CAP,MARKET CAP CATEGORY,EXCHANGE,KITE_ID,SHOONYA_TOKEN
PLATIND,Platinum Industries Limited,2342.547046,Small Cap,NSE,5870081,22930
IOLCP,IOL Chemicals and Pharmaceuticals Limited,2339.414221,Small Cap,NSE,5225729,20413
XPROINDIA,Xpro India Limited,2333.412352,Small Cap,NSE,2920193,11407
UNIVCABLES,Universal Cables Limited,2329.622733,Small Cap,NSE,923393,3607
ATFL,Agro Tech Foods Limited,2322.418893,Small Cap,NSE,425729,1663
MOLDTKPAC,Mold-Tek Packaging Limited,2311.791002,Small Cap,NSE,1718529,6713
NITINSPIN,Nitin Spinners Limited,2302.979482,Small Cap,NSE,3372801,13175
MANGLMCEM,Mangalam Cement Limited,2298.636902,Small Cap,NSE,539137,2106
LUMAXIND,Lumax Industries Limited,2287.763046,Small Cap,NSE,516609,2018
HINDWAREAP,Hindware Home Innovation Limited,2284.107776,Small Cap,NSE,4066049,15883
UGROCAP,Ugro Capital Limited,2281.971712,Small Cap,NSE,1360129,5313
ESAFSFB,ESAF Small Finance Bank Limited,2273.994138,Small Cap,NSE,5088769,19878
PANAMAPET,Panama Petrochem Limited,2261.624422,Small Cap,NSE,6500353,25392
CARYSIL,CARYSIL LIMITED,2260.034765,Small Cap,NSE,481025,1879
IGARASHI,Igarashi Motors India Limited,2258.486272,Small Cap,NSE,162305,634
GEPIL,GE Power India Limited,2255.482675,Small Cap,NSE,2012673,7862
SPAL,S. P. Apparels Limited,2255.197389,Small Cap,NSE,4672513,18252
DEN,Den Networks Limited,2246.998221,Small Cap,NSE,4536833,17722
AWHCL,Antony Waste Handling Cell Limited,2242.403942,Small Cap,NSE,460033,1797
EIHAHOTELS,EIH Associated Hotels Limited,2240.753869,Small Cap,NSE,3942145,15399
PARACABLES,Paramount Communications Limited,2234.691789,Small Cap,NSE,3571457,13951
ADORWELD,Ador Welding Limited,2232.866406,Small Cap,NSE,8705,34
FMGOETZE,Federal-Mogul Goetze (India) Limited.,2220.277146,Small Cap,NSE,304641,1190
GREENPOWER,Orient Green Power Company Limited,2215.85367,Small Cap,NSE,5148161,20110
SANSTAR,Sanstar Limited,2187.657011,Small Cap,NSE,6292993,24582
TTKHLTCARE,TTK Healthcare Limited,2187.256627,Small Cap,NSE,2910465,11369
CENTUM,Centum Electronics Limited,2177.753702,Small Cap,NSE,3835393,14982
IPL,India Pesticides Limited,2171.681997,Small Cap,NSE,1263105,4934
VSSL,Vardhman Special Steels Limited,2171.083776,Small Cap,NSE,6929153,27067
BARBEQUE,Barbeque Nation Hospitality Limited,2167.569203,Small Cap,NSE,800513,3127
CEINSYSTECH,Ceinsys Tech Ltd,2165.404822,Small Cap,BSE,137915908,538734
OMAXE,Omaxe Limited,2164.067328,Small Cap,NSE,3802369,14853
YASHO,Yasho Industries Limited,2159.13984,Small Cap,NSE,4641537,18131
NIITLTD,NIIT Limited,2144.285082,Small Cap,NSE,2949633,11522
TARSONS,Tarsons Products Limited,2143.14967,Small Cap,NSE,1777409,6943
GANDHAR,Gandhar Oil Refinery (India) Limited,2142.762803,Small Cap,NSE,5197569,20303
AMRUTANJAN,Amrutanjan Health Care Limited,2140.314214,Small Cap,NSE,4492033,17547
APOLLOPIPE,Apollo Pipes Limited,2139.505254,Small Cap,NSE,3676417,14361
MICEL,MIC Electronics Limited,2127.026381,Small Cap,NSE,1835265,7169
WINDLAS,Windlas Biotech Limited,2123.783987,Small Cap,NSE,1373697,5366
CUPID,Cupid Limited,2121.371238,Small Cap,NSE,4741121,18520
HUHTAMAKI,Huhtamaki India Limited,2117.634048,Small Cap,NSE,655873,2562
RAMASTEEL,Rama Steel Tubes Limited,2109.089997,Small Cap,NSE,2636801,10300
IKIO,IKIO Lighting Limited,2108.990464,Small Cap,NSE,4306433,16822
PIXTRANS,Pix Transmissions Limited,2107.032986,Small Cap,NSE,2326273,9087
RAMCOIND,Ramco Industries Limited,2103.978394,Small Cap,NSE,1174273,4587
PNBGILTS,PNB Gilts Limited,2097.836646,Small Cap,NSE,2236417,8736
FUSION,Fusion Finance Limited,2087.764378,Small Cap,NSE,3054593,11932
HIL,HIL Limited,2084.653466,Small Cap,NSE,372481,1455
RUPA,Rupa & Company Limited,2083.260621,Small Cap,NSE,6585345,25724
AXISCADES,AXISCADES Technologies Limited,2081.798349,Small Cap,NSE,,9436
HMAAGRO,HMA Agro Industries Limited,2080.198656,Small Cap,NSE,4365569,17053
NELCO,NELCO Limited,2075.675853,Small Cap,NSE,611329,2388
ASTEC,Astec LifeSciences Limited,2069.689139,Small Cap,NSE,4538369,17728
MUKANDLTD,Mukand Limited,2065.425818,Small Cap,NSE,2899201,11325
GKWLIMITED,GKW Limited,2061.63456,Small Cap,NSE,4443393,17357
IFGLEXPOR,IFGL Refractories Limited,2052.257997,Small Cap,NSE,111617,436
GOCLCORP,GOCL Corporation Limited,2050.814362,Small Cap,NSE,1014529,3963
EKC,Everest Kanto Cylinder Limited,2044.221235,Small Cap,NSE,3351297,13091
MANINDS,Man Industries (India) Limited,2041.181184,Small Cap,NSE,3042305,11884
WEL,Wonder Electricals Limited,2039.0656,Small Cap,NSE,2005761,7835
UNIECOM,Unicommerce Esolutions Limited,2036.49024,Small Cap,NSE,6351105,24809
HESTERBIO,Hester Biosciences Limited,2029.180928,Small Cap,NSE,1804289,7048
VERANDA,Veranda Learning Solutions Limited,2021.230797,Small Cap,NSE,2275841,8890
SANGHIIND,Sanghi Industries Limited,2020.109312,Small Cap,NSE,767233,2997
KIRIINDUS,Kiri Industries Limited,2018.953216,Small Cap,NSE,4259585,16639
ALICON,Alicon Castalloy Limited,2010.60905,Small Cap,NSE,3495937,13656
NAVKARCORP,Navkar Corporation Limited,2009.57911,Small Cap,NSE,2702593,10557
JITFINFRA,JITF Infralogistics Limited,2001.045504,Small Cap,NSE,5040897,19691
APCOTEXIND,Apcotex Industries Limited,2000.698573,Small Cap,NSE,39425,154
MBAPL,Madhya Bharat Agro Products Limited,1985.27488,Small Cap,NSE,3247617,12686
UNIPARTS,Uniparts India Limited,1974.476186,Small Cap,NSE,3342593,13057
SANGAMIND,Sangam (India) Limited,1971.392922,Small Cap,NSE,1071105,4184
SDBL,Som Distilleries & Breweries Limited,1971.152077,Small Cap,NSE,342529,1338
ANDHRAPAP,ANDHRA PAPER LIMITED,1970.091827,Small Cap,NSE,42497,166
COSMOFIRST,COSMO FIRST LIMITED,1959.271629,Small Cap,NSE,189953,742
DYCL,Dynamic Cables Limited,1958.817792,Small Cap,NSE,2666753,10417
JINDRILL,Jindal Drilling And Industries Limited,1949.718733,Small Cap,NSE,3552001,13875
DIVGIITTS,Divgi Torqtransfer Systems Limited,1948.283699,Small Cap,NSE,3706625,14479
DLINKINDIA,D-Link (India) Limited,1944.20777,Small Cap,NSE,4569857,17851
HERANBA,Heranba Industries Limited,1941.510554,Small Cap,NSE,669185,2614
BLSE,BLS E-Services Limited,1940.422246,Small Cap,NSE,5776897,22566
TALBROAUTO,Talbros Automotive Components Limited,1937.25481,Small Cap,NSE,3493889,13648
JAGRAN,Jagran Prakashan Limited,1936.966451,Small Cap,NSE,3382017,13211
AHL,Abans Holdings Limited,1935.817523,Small Cap,NSE,,13288
MUFIN,Mufin Green Finance Limited,1933.00009,Small Cap,NSE,5064449,19783
SESHAPAPER,Seshasayee Paper and Boards Limited,1926.480077,Small Cap,NSE,784897,3066
CANTABIL,Cantabil Retail India Limited,1919.149261,Small Cap,NSE,5160961,20160
FEDDERSHOL,Fedders Holding Ltd,1916.581448,Small Cap,BSE,130976772,511628
OAL,Oriental Aromatics Limited,1911.356211,Small Cap,NSE,2756609,10768
HIRECT,Hind Rectifiers Limited,1894.337741,Small Cap,NSE,3555841,13890
TAJGVK,Taj GVK Hotels & Resorts Limited,1893.89865,Small Cap,NSE,2394625,9354
TATVA,Tatva Chintan Pharma Chem Limited,1891.023667,Small Cap,NSE,1321473,5162
EXPLEOSOL,Expleo Solutions Limited,1885.249126,Small Cap,NSE,4476417,17486
SALZERELEC,Salzer Electronics Limited,1883.038106,Small Cap,NSE,2918145,11399
EXCELINDUS,Excel Industries Limited,1872.971366,Small Cap,NSE,2936577,11471
SBGLP,Suratwwala Business Group Limited,1872.199066,Small Cap,NSE,3619585,14139
STERTOOLS,Sterling Tools Limited,1871.082496,Small Cap,NSE,1100545,4299
SYNCOMF,Syncom Formulations (India) Limited,1864.96,Small Cap,NSE,3069953,11992
BLKASHYAP,B. L. Kashyap and Sons Limited,1856.126362,Small Cap,NSE,3402241,13290
SIRCA,Sirca Paints India Limited,1855.277875,Small Cap,NSE,2828801,11050
BIGBLOC,Bigbloc Construction Limited,1854.645658,Small Cap,NSE,4718337,18431
TBZ,Tribhovandas Bhimji Zaveri Limited,1832.760115,Small Cap,NSE,6921473,27037
GMBREW,GM Breweries Limited,1826.857984,Small Cap,NSE,299009,1168
SHRIRAMPPS,Shriram Properties Limited,1826.105344,Small Cap,NSE,1843201,7200
HARIOMPIPE,Hariom Pipe Industries Limited,1807.716147,Small Cap,NSE,2295809,8968
DEEDEV,DEE Development Engineers Limited,1783.32201,Small Cap,NSE,6183425,24154
SATIN,Satin Creditcare Network Limited,1767.617126,Small Cap,NSE,2675969,10453
MATRIMONY,Matrimony.Com Limited,1767.379968,Small Cap,NSE,5561857,21726
YATRA,Yatra Online Limited,1766.717235,Small Cap,NSE,4802561,18760
NDRAUTO,Ndr Auto Components Limited,1765.345075,Small Cap,NSE,5697281,22255
IGPL,IG Petrochemicals Limited,1747.60489,Small Cap,NSE,3606017,14086
GNA,GNA Axles Limited,1741.917184,Small Cap,NSE,4754177,18571
BSHSL,Bombay Super Hybrid Seeds Limited,1741.744333,Small Cap,NSE,207105,809
CAMLINFINE,Camlin Fine Sciences Limited,1739.984896,Small Cap,NSE,1591297,6216
SWELECTES,Swelect Energy Systems Limited,1733.105664,Small Cap,NSE,3048705,11909
DPSCLTD,DPSC Limited,1731.398656,Small Cap,NSE,3947265,15419
KOKUYOCMLN,Kokuyo Camlin Limited,1722.140672,Small Cap,NSE,4307713,16827
GRPLTD,GRP Limited,1722.028851,Small Cap,NSE,1675009,6543
ASMTEC,ASM TECHNOLOGIES LTD.,1701.195258,Small Cap,BSE,134766852,526433
SUYOG,Suyog Telematics Limited,1697.227571,Small Cap,NSE,6361857,24851
WHEELS,Wheels India Limited,1694.817178,Small Cap,NSE,964097,3766
GTPL,GTPL Hathway Limited,1689.419162,Small Cap,NSE,5425921,21195
BCLIND,Bcl Industries Limited,1688.349798,Small Cap,NSE,643329,2513
UDAICEMENT,Udaipur Cement Works Limited,1684.977152,Small Cap,NSE,1862657,7276
EVERESTIND,Everest Industries Limited,1684.819354,Small Cap,NSE,,993
ROTO,Roto Pumps Limited,1678.512538,Small Cap,NSE,2316545,9049
RIIL,Reliance Industrial Infrastructure Limited,1670.51305,Small Cap,NSE,745473,2912
HIMATSEIDE,Himatsingka Seide Limited,1669.865062,Small Cap,NSE,348161,1360
ASALCBR,Associated Alcohols & Breweries Ltd.,1666.540646,Small Cap,NSE,4505089,17598
MONTECARLO,Monte Carlo Fashions Limited,1645.092147,Small Cap,NSE,1520129,5938
RGL,Renaissance Global Limited,1644.413235,Small Cap,NSE,3873025,15129
SADHNANIQ,Sadhana Nitrochem Limited,1643.431526,Small Cap,NSE,3927809,15343
GPTINFRA,GPT Infraprojects Limited,1638.827725,Small Cap,NSE,4527361,17685
BAJAJST,BAJAJ STEEL INDUSTRIES LTD.,1636.18,Small Cap,BSE,130033668,507944
SIGACHI,Sigachi Industries Limited,1636.086477,Small Cap,NSE,1705729,6663
SPIC,Southern Petrochemicals Industries Corporation  Limited,1630.396109,Small Cap,NSE,832513,3252
ATULAUTO,Atul Auto Limited,1629.974733,Small Cap,NSE,7685889,30023
DSSL,Dynacons Systems & Solutions Limited,1627.785318,Small Cap,NSE,6576641,25690
BHARATWIRE,Bharat Wire Ropes Limited,1625.319014,Small Cap,NSE,4127489,16123
IRMENERGY,IRM Energy Limited,1619.39456,Small Cap,NSE,5016833,19597
AGARIND,Agarwal Industrial Corporation Limited,1606.392832,Small Cap,NSE,867585,3389
5PAISA,5Paisa Capital Limited,1604.141978,Small Cap,NSE,113921,445
AMNPLST,Amines & Plasticizers Limited,1602.938061,Small Cap,NSE,5085953,19867
VINCOFE,Vintage Coffee And Beverages Limited,1596.987597,Small Cap,NSE,6613761,25835
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,1591.182336,Small Cap,NSE,3841793,15007
CHEMFAB,Chemfab Alkalis Limited,1585.92512,Small Cap,NSE,716545,2799
WALCHANNAG,Walchandnagar Industries Limited,1583.57207,Small Cap,NSE,956417,3736
INDNIPPON,India Nippon Electricals Limited,1580.330906,Small Cap,NSE,1215233,4747
CLSEL,Chaman Lal Setia Exports Limited,1580.060058,Small Cap,NSE,891393,3482
DCMSRIND,DCM Shriram Industries Limited,1578.386534,Small Cap,NSE,1875201,7325
BOROSCI,Borosil Scientific Limited,1573.357363,Small Cap,NSE,6147585,24014
DVL,Dhunseri Ventures Limited,1567.392051,Small Cap,NSE,3894785,15214
PENINLAND,Peninsula Land Limited,1565.248819,Small Cap,NSE,577537,2256
STEELCAS,Steelcast Limited,1564.450816,Small Cap,NSE,1741569,6803
ZOTA,Zota Health Care LImited,1559.626138,Small Cap,NSE,2916865,11394
SURYODAY,Suryoday Small Finance Bank Limited,1557.368525,Small Cap,NSE,760321,2970
RML,Rane (Madras) Limited,1534.71232,Small Cap,NSE,3065601,11975
MADRASFERT,Madras Fertilizers Limited,1533.037056,Small Cap,NSE,1257217,4911
IMPAL,India Motor Parts and Accessories Limited,1531.420774,Small Cap,NSE,3074305,12009
OMINFRAL,OM INFRA LIMITED,1530.175078,Small Cap,NSE,6203137,24231
KABRAEXTRU,Kabra Extrusion Technik Limited,1526.277632,Small Cap,NSE,462081,1805
ASIANENE,Asian Energy Services Limited,1525.829222,Small Cap,NSE,1799681,7030
ARMANFIN,Arman Financial Services Limited,1525.312717,Small Cap,NSE,4419329,17263
JAYKAY,JAYKAY ENTERPRISES LTD.,1519.782049,Small Cap,BSE,128078340,500306
EIMCOELECO,Eimco Elecon (India) Limited,1513.025024,Small Cap,NSE,1034241,4040
YUKEN,Yuken India Limited,1510.340096,Small Cap,NSE,1408257,5501
SMCGLOBAL,SMC Global Securities Limited,1501.397914,Small Cap,NSE,593921,2320
ZFSTEERING,Z.F.STEERING GEAR (INDIA) LTD.-$,1492.55785,Small Cap,BSE,129321732,505163
TEXINFRA,Texmaco Infrastructure & Holdings Limited,1476.624077,Small Cap,NSE,2956545,11549
ADSL,Allied Digital Services Limited,1476.236698,Small Cap,NSE,3792129,14813
ACLGATI,Allcargo Gati Limited,1472.190771,Small Cap,NSE,3504129,13688
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,1465.609523,Small Cap,NSE,695297,2716
RAMCOSYS,Ramco Systems Limited,1460.271718,Small Cap,NSE,2009857,7851
ALLDIGI,Alldigi Tech Limited,1447.457485,Small Cap,NSE,3020289,11798
YSL,The Yamuna Syndicate Ltd,1444.585,Small Cap,BSE,138490884,540980
LIKHITHA,Likhitha Infrastructure Limited,1433.477427,Small Cap,NSE,147969,578
ARIHANTSUP,Arihant Superstructures Limited,1431.142912,Small Cap,NSE,5160705,20159
GALAPREC,Gala Precision Engineering Limited,1410.867917,Small Cap,NSE,6434305,25134
KOPRAN,Kopran Limited,1398.986854,Small Cap,NSE,,1919
CIFL,Capital India Finance Ltd,1395.329967,Small Cap,BSE,135905028,530879
GPTHEALTH,GPT Healthcare Limited,1392.305766,Small Cap,NSE,5848577,22846
SATINDLTD,Sat Industries Limited,1392.089293,Small Cap,NSE,3075841,12015
CREST,Crest Ventures Limited,1387.564544,Small Cap,NSE,3558401,13900
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,1383.791411,Small Cap,NSE,1128961,4410
ESTER,Ester Industries Limited,1379.688858,Small Cap,NSE,6211841,24265
KELLTONTEC,Kellton Tech Solutions Limited,1367.484416,Small Cap,NSE,3438081,13430
JGCHEM,J.G.Chemicals Limited,1365.439693,Small Cap,NSE,5902337,23056
ANDHRSUGAR,The Andhra Sugars Limited,1365.244211,Small Cap,NSE,34817,136
LINCOLN,Lincoln Pharmaceuticals Limited,1364.72361,Small Cap,NSE,2968577,11596
VLSFINANCE,VLS Finance Limited,1358.367334,Small Cap,NSE,951041,3715
HARDWYN,Hardwyn India Limited,1357.49591,Small Cap,NSE,,8962
VERTOZ,Vertoz Limited,1354.304819,Small Cap,NSE,,18863
KRISHANA,Krishana Phoschem Limited,1354.086195,Small Cap,NSE,3288833,12847
SELAN,Selan Exploration Technology Limited,1345.853338,Small Cap,NSE,3481089,13598
RISHABH,Rishabh Instruments Limited,1339.773952,Small Cap,NSE,4714753,18417
SUBEXLTD,Subex Limited,1339.009946,Small Cap,NSE,247553,967
KAMDHENU,Kamdhenu Limited,1338.511667,Small Cap,NSE,3444993,13457
TFCILTD,Tourism Finance Corporation of India Limited,1337.729434,Small Cap,NSE,887297,3466
STEELXIND,STEEL EXCHANGE INDIA LIMITED,1334.233293,Small Cap,NSE,5462785,21339
SAURASHCEM,Saurashtra Cement Limited,1330.487706,Small Cap,NSE,772609,3018
VHL,Vardhman Holdings Limited,1329.547674,Small Cap,NSE,3044353,11892
GRMOVER,GRM Overseas Limited,1329.100698,Small Cap,NSE,2782977,10871
SPORTKING,Sportking India Limited,1328.537805,Small Cap,NSE,2747649,10733
BLISSGVS,Bliss GVS Pharma Limited,1326.489293,Small Cap,NSE,4931841,19265
ICEMAKE,Ice Make Refrigeration Limited,1319.419699,Small Cap,NSE,125185,489
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,1318.738227,Small Cap,NSE,1112065,4344
SPCENET,Spacenet Enterprises India Limited,1316.763546,Small Cap,NSE,,19372
MUNJALAU,Munjal Auto Industries Limited,1308.399923,Small Cap,NSE,3458817,13511
CAPITALSFB,Capital Small Finance Bank Limited,1308.133581,Small Cap,NSE,5804801,22675
FAIRCHEMOR,Fairchem Organics Limited,1307.710464,Small Cap,NSE,413185,1614
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,1307.510886,Small Cap,NSE,793345,3099
RICOAUTO,Rico Auto Industries Limited,1301.019546,Small Cap,NSE,744705,2909
AGIIL,Agi Infra Limited,1294.883635,Small Cap,NSE,6257921,24445
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,1294.140109,Small Cap,NSE,3732993,14582
MUKKA,Mukka Proteins Limited,1293.006029,Small Cap,NSE,5882881,22980
BESTAGRO,Best Agrolife Limited,1289.581978,Small Cap,NSE,590337,2306
WCIL,Western Carriers (India) Limited,1289.322906,Small Cap,NSE,6503169,25403
DHAMPURSUG,Dhampur Sugar Mills Limited,1288.791245,Small Cap,NSE,219393,857
PPL,Prakash Pipes Limited,1287.162163,Small Cap,NSE,2636033,10297
DHUNINV,Dhunseri Investments Limited,1284.91991,Small Cap,NSE,5691649,22233
CENTRUM,Centrum Capital Limited,1284.613734,Small Cap,NSE,628225,2454
PAKKA,PAKKA LIMITED,1283.863245,Small Cap,NSE,4402433,17197
MAANALU,Maan Aluminium Limited,1282.785587,Small Cap,NSE,,15017
WINDMACHIN,Windsor Machines Limited,1282.403021,Small Cap,NSE,6392065,24969
KOTHARIPET,Kothari Petrochemicals Limited,1281.733427,Small Cap,NSE,1176065,4594
AVADHSUGAR,Avadh Sugar & Energy Limited,1273.153126,Small Cap,NSE,5479937,21406
DIFFNKG,Diffusion Engineers Limited,1265.982054,Small Cap,NSE,6572033,25672
KECL,Kirloskar Electric Company Limited,1262.290944,Small Cap,NSE,4664321,18220
KERNEX,Kernex Microsystems (India) Limited,1258.714726,Small Cap,NSE,,13121
HEUBACHIND,Heubach Colorants India Limited,1257.727386,Small Cap,NSE,183041,715
GULPOLY,Gulshan Polyols Limited,1256.64727,Small Cap,NSE,1609217,6286
CENTENKA,Century Enka Limited,1255.316992,Small Cap,NSE,158465,619
HLVLTD,HLV LIMITED,1251.490304,Small Cap,NSE,370689,1448
AVTNPL,AVT Natural Products Limited,1249.185587,Small Cap,NSE,3586049,14008
XCHANGING,Xchanging Solutions Limited,1245.733376,Small Cap,NSE,2996481,11705
SIGNPOST,Signpost India Limited,1242.979738,Small Cap,NSE,,22656
INDPRUD,INDUSTRIAL & PRUDENTIAL INVESTMENTS CO.LTD.,1239.785692,Small Cap,BSE,128332292,501298
ARROWGREEN,Arrow Greentech Limited,1238.688666,Small Cap,NSE,2370561,9260
UTTAMSUGAR,Uttam Sugar Mills Limited,1236.342989,Small Cap,NSE,3424257,13376
VIMTALABS,Vimta Labs Limited,1232.37161,Small Cap,NSE,3353857,13101
TNPL,Tamil Nadu Newsprint & Papers Limited,1231.187354,Small Cap,NSE,1018881,3980
MANALIPETC,Manali Petrochemicals Limited,1228.588954,Small Cap,NSE,3531777,13796
MUFTI,Credo Brands Marketing Limited,1227.117875,Small Cap,NSE,5344769,20878
ORIENTTECH,Orient Technologies Limited,1225.723494,Small Cap,NSE,6390017,24961
INDOAMIN,Indo Amines Limited,1224.728678,Small Cap,NSE,2333697,9116
PVSL,Popular Vehicles and Services Limited,1224.537907,Small Cap,NSE,5924353,23142
VASCONEQ,Vascon Engineers Limited,1223.951872,Small Cap,NSE,4636161,18110
SANDESH,The Sandesh Limited,1218.146816,Small Cap,NSE,764929,2988
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,1215.567565,Small Cap,NSE,4867841,19015
MACPOWER,Macpower CNC Machines Limited,1210.908365,Small Cap,NSE,5720833,22347
NGLFINE,NGL Fine-Chem Limited,1207.753728,Small Cap,NSE,2630913,10277
ONEPOINT,One Point One Solutions Limited,1202.267546,Small Cap,NSE,2544385,9939
CREATIVE,Creative Newtech Limited,1198.67648,Small Cap,NSE,2855681,11155
SHANKARA,Shankara Building Products Limited,1184.474931,Small Cap,NSE,5202177,20321
KUANTUM,Kuantum Papers Limited,1170.11753,Small Cap,NSE,3550721,13870
OSWALGREEN,Oswal Greentech Limited,1169.251328,Small Cap,NSE,120577,471
3BBLACKBIO,3B BlackBio Dx Ltd,1167.414595,Small Cap,BSE,136209156,532067
TVTODAY,TV Today Network Limited,1165.753754,Small Cap,NSE,2886401,11275
MAXIND,Max India Limited,1165.395763,Small Cap,NSE,5741569,22428
DWARKESH,Dwarikesh Sugar Industries Limited,1162.393088,Small Cap,NSE,2986753,11667
SNOWMAN,Snowman Logistics Limited,1154.243891,Small Cap,NSE,1239809,4843
RKSWAMY,R K Swamy Limited,1151.347302,Small Cap,NSE,5899009,23043
GICHSGFIN,GIC Housing Finance Limited,1151.151923,Small Cap,NSE,291593,1139
GICHSGFIN,GIC Housing Finance Limited,1151.151923,Small Cap,NSE,291585,1139
CONTROLPR,Control Print Limited,1148.063642,Small Cap,NSE,4474113,17477
ARIHANTCAP,Arihant Capital Markets Limited,1143.694336,Small Cap,NSE,976129,3813
BAJAJHCARE,Bajaj Healthcare Limited,1143.157555,Small Cap,NSE,1756929,6863
KSOLVES,Ksolves India Limited,1133.315072,Small Cap,NSE,2831361,11060
AGSTRA,AGS Transact Technologies Limited,1124.577587,Small Cap,NSE,,7927
PDMJEPAPER,Pudumjee Paper Products Limited,1120.314982,Small Cap,NSE,3936513,15377
VALIANTORG,Valiant Organics Limited,1115.298816,Small Cap,NSE,84481,330
DHARMAJ,Dharmaj Crop Guard Limited,1106.861568,Small Cap,NSE,3328257,13001
MAFATIND,MAFATLAL INDUSTRIES LTD.-$,1105.297718,Small Cap,BSE,128067588,500264
JAGAJITIND,JAGATJIT INDUSTRIES LTD.,1104.067236,Small Cap,BSE,129831684,507155
ASAL,Automotive Stampings and Assemblies Limited,1100.592742,Small Cap,NSE,2722305,10634
UNIENTER,Uniphos Enterprises Limited,1099.010867,Small Cap,NSE,2891009,11293
INDORAMA,Indo Rama Synthetics (India) Limited,1093.55479,Small Cap,NSE,2814209,10993
KROSS,Kross Limited,1093.305242,Small Cap,NSE,6464513,25252
